Datetime;GPU.temperature;GPU.usage;FB.usage;Memory.usage;Core.clock;Power;CPU.temperature;CPU.usage;CPU.clock;RAM.usage;Framerate;Frametime;Framerate.Avg;Dataset
 24-02-2023 11:45:30;60;82;25;7951.559;1920;143.318;62;76.563;4300.003;10719;46.5;26.804;80.9;DLSS Quality
 24-02-2023 11:45:31;60;85;26;7881.996;1920;142.191;58;77.865;4300.003;10671;44.1;31.831;80.9;DLSS Quality
 24-02-2023 11:45:32;60;85;27;7982.621;1920;142.557;60;66.406;4300;10757;43.3;30.016;80.9;DLSS Quality
 24-02-2023 11:45:33;60;85;27;8014.871;1920;140.167;58;78.961;4300;10728;43.3;34.979;80.8;DLSS Quality
 24-02-2023 11:45:34;60;85;27;8065.434;1920;145.57;61;73.562;4300;10666;44;32.281;80.8;DLSS Quality
 24-02-2023 11:45:35;60;85;26;8061.121;1920;138.413;60;75.521;4300;10651;43.7;29.864;80.8;DLSS Quality
 24-02-2023 11:45:36;60;86;26;8078.559;1920;139.89;60;71.094;4300;10745;44.9;29.946;80.8;DLSS Quality
 24-02-2023 11:45:37;60;86;27;8095.996;1920;138.127;57;71.354;4300;10723;42.8;31.329;80.8;DLSS Quality
 24-02-2023 11:45:38;60;84;26;8066.496;1920;140.298;57;65.62;4300;10718;41.7;33.392;80.8;DLSS Quality
 24-02-2023 11:45:39;60;88;27;8044.996;1920;146.763;57;69.271;4300;10756;42.2;33.27;80.7;DLSS Quality
 24-02-2023 11:45:40;61;88;28;8044.496;1920;144.736;59;66.952;4299.999;10835;44.1;31.059;80.7;DLSS Quality
 24-02-2023 11:45:41;60;84;27;8043.934;1920;140.621;57;69.01;4299.999;10829;42.8;31.32;80.7;DLSS Quality
 24-02-2023 11:45:42;60;90;30;8043.996;1920;148.305;57;84.606;4300.001;10707;43.8;30.569;80.7;DLSS Quality
 24-02-2023 11:45:43;61;91;34;8049.871;1920;153.116;56;70.573;4300;10767;40.3;35.916;80.7;DLSS Quality
 24-02-2023 11:45:44;61;87;33;8049.684;1920;145.282;57;61.136;4300;10766;40;37.031;80.6;DLSS Quality
 24-02-2023 11:45:45;61;90;34;8048.934;1920;142.057;60;60.677;4300;10704;38.8;37.907;80.6;DLSS Quality
 24-02-2023 11:45:46;61;93;35;8047.996;1920;149.056;54;60.677;4300.001;10689;37.8;39.238;80.6;DLSS Quality
 24-02-2023 11:45:47;61;90;34;8047.809;1920;156.673;53;60.677;4300;10772;37.5;39.753;80.6;DLSS Quality
 24-02-2023 11:45:48;61;92;34;8047.809;1920;153.581;57;62.76;4300.001;10674;39.7;39.26;80.6;DLSS Quality
 24-02-2023 11:45:49;61;91;34;8047.809;1920;157.148;59;64.583;4300;10619;39;37.185;80.5;DLSS Quality
 24-02-2023 11:45:50;61;91;33;8043.684;1920;156.758;58;67.188;4300;10639;39.8;38.291;80.5;DLSS Quality
 24-02-2023 11:45:51;61;91;33;8043.684;1920;151.343;61;61.979;4300;10768;39.7;39.092;80.5;DLSS Quality
 24-02-2023 11:45:52;62;89;33;8043.684;1920;153.94;58;63.021;4300;10711;40.2;38.615;80.5;DLSS Quality
 24-02-2023 11:45:53;61;92;34;8043.684;1920;148.736;57;63.542;4300.001;10610;39.4;38.582;80.5;DLSS Quality
 24-02-2023 11:45:54;61;91;34;8075.746;1920;158.673;57;64.08;4300;10715;39.7;39.042;80.4;DLSS Quality
 24-02-2023 11:45:55;61;94;35;8091.746;1920;150.357;55;60.343;4300;10787;38.9;39.483;80.4;DLSS Quality
 24-02-2023 11:45:56;61;86;32;8091.746;1920;145.828;58;67.708;4300;10743;39.5;37.521;80.4;DLSS Quality
 24-02-2023 11:45:57;61;92;34;8091.746;1920;145.988;57;62.24;4300;10724;39.1;36.494;80.4;DLSS Quality
 24-02-2023 11:45:58;61;91;33;8102.621;1920;160.389;56;61.771;4300;10713;40.1;36.9;80.4;DLSS Quality
 24-02-2023 11:45:59;61;94;34;8102.996;1920;153.457;55;70.389;4300.001;10650;39.8;37.171;80.3;DLSS Quality
 24-02-2023 11:46:00;61;91;33;8102.996;1920;150.873;57;59.896;4300.001;10666;39.3;35.635;80.3;DLSS Quality
 24-02-2023 11:46:01;61;90;32;8086.871;1920;152.625;58;61.719;4300;10647;40.2;38.45;80.3;DLSS Quality
 24-02-2023 11:46:02;61;95;32;8081.434;1920;148.313;58;63.021;4300;10795;40.9;35.623;80.3;DLSS Quality
 24-02-2023 11:46:03;61;92;31;8081.434;1920;150.187;57;62.24;4300;10695;41.1;35.447;80.3;DLSS Quality
 24-02-2023 11:46:04;61;91;32;8081.184;1920;149.351;56;76.909;4300.001;10550;39.9;43.36;80.3;DLSS Quality
 24-02-2023 11:46:05;61;92;33;8081.184;1920;146.315;59;64.308;4300.001;10570;39.7;38.819;80.2;DLSS Quality
 24-02-2023 11:46:06;61;91;34;8081.184;1920;155.058;61;73.698;4300;10703;39.2;36.778;80.2;DLSS Quality
 24-02-2023 11:46:07;62;94;35;8081.184;1920;158.039;59;60.156;4300;10666;40.7;38.405;80.2;DLSS Quality
 24-02-2023 11:46:09;61;90;33;8081.184;1920;146.601;61;55.339;4300;10676;41.1;37.495;80.2;DLSS Quality
 24-02-2023 11:46:10;61;91;33;8081.184;1920;151.105;55;59.896;4300;10731;40.4;36.678;80.1;DLSS Quality
 24-02-2023 11:46:11;62;93;34;8092.059;1920;154.443;58;63.802;4300;10709;41.7;39.427;80.1;DLSS Quality
 24-02-2023 11:46:12;62;90;33;8091.684;1920;146.587;60;57.292;4300;10662;41.9;36.387;80.1;DLSS Quality
 24-02-2023 11:46:13;62;95;34;8091.684;1920;161.66;63;59.635;4300;10757;42.7;38.028;80.1;DLSS Quality
 24-02-2023 11:46:14;62;94;35;8091.684;1920;162.522;57;59.115;4300;10760;43;33.373;80.1;DLSS Quality
 24-02-2023 11:46:15;61;97;35;8091.684;1920;159.098;58;62.24;4300;10687;42.5;34.609;80.1;DLSS Quality
 24-02-2023 11:46:16;61;95;35;8091.746;1920;149.366;60;65.365;4300;10658;42;34.174;80;DLSS Quality
 24-02-2023 11:46:17;61;91;33;8091.746;1920;149.055;57;61.719;4300;10803;43;34.508;80;DLSS Quality
 24-02-2023 11:46:18;62;93;34;8091.746;1920;157.213;58;64.844;4300.001;10700;43.6;34.151;80;DLSS Quality
 24-02-2023 11:46:19;62;88;33;8070.371;1920;148.048;62;59.635;4300.001;10684;42.9;33.91;80;DLSS Quality
 24-02-2023 11:46:20;62;92;33;8070.371;1920;159.59;58;54.688;4300.001;10700;42.6;34.493;80;DLSS Quality
 24-02-2023 11:46:21;61;97;35;8066.246;1920;155.259;59;61.458;4300.001;10770;43.1;34.306;79.9;DLSS Quality
 24-02-2023 11:46:22;62;96;35;8066.246;1920;159.168;62;60.156;4300;10743;44.2;33.911;79.9;DLSS Quality
 24-02-2023 11:46:23;62;91;33;8066.246;1920;152.435;57;62.541;4300;10607;44.8;32.483;79.9;DLSS Quality
 24-02-2023 11:46:24;61;93;33;8055.496;1920;150.273;58;59.814;4300;10678;44.9;33.667;79.9;DLSS Quality
 24-02-2023 11:46:25;62;95;34;8055.496;1920;155.066;59;62.76;4300;10730;45.6;33.304;79.9;DLSS Quality
 24-02-2023 11:46:26;62;95;35;8039.996;1920;153.299;57;60.938;4299.998;10696;45.7;33.293;79.9;DLSS Quality
 24-02-2023 11:35:01;62;99;29;3408.25;1920;148.66;51;35.417;4300;10502;181.9;7.883;78.6;DLSS Balance
 24-02-2023 11:35:02;61;99;29;3408.25;1920;148.749;53;46.615;4300.001;10565;177.5;7.149;78.7;DLSS Balance
 24-02-2023 11:35:03;61;99;29;3392.188;1920;149.633;57;58.594;4300;10654;168.6;31.119;78.8;DLSS Balance
 24-02-2023 11:35:04;61;99;29;3456.188;1920;147.079;56;64.323;4300;10724;166.3;21.134;78.8;DLSS Balance
 24-02-2023 11:35:05;61;99;29;3472.188;1920;146.545;58;63.802;4300.001;10855;171.6;8.974;78.9;DLSS Balance
 24-02-2023 11:35:06;61;99;29;3476.188;1920;147.316;58;66.927;4300.001;10951;172.9;8.895;79;DLSS Balance
 24-02-2023 11:35:07;61;99;29;3492.688;1920;150.748;60;75;4300;11113;172.5;11.751;79;DLSS Balance
 24-02-2023 11:35:08;61;99;28;3544.938;1920;144.17;56;68.75;4300;11192;168.6;11.36;79.1;DLSS Balance
 24-02-2023 11:35:09;55;81;2;4568.938;1920;64.318;55;64.844;4300;11324;87.6;250.381;79.1;DLSS Balance
 24-02-2023 11:35:10;60;92;26;4412.938;1920;142.774;57;67.708;4300.001;11427;89.1;487.579;79.1;DLSS Balance
 24-02-2023 11:35:11;60;99;27;4784.938;1920;139.486;57;75.626;4300;11522;131.6;128.27;79.1;DLSS Balance
 24-02-2023 11:35:12;57;86;19;5061;1920;117.049;57;81.493;4300.001;11581;147.4;42.338;79.2;DLSS Balance
 24-02-2023 11:35:13;53;7;1;5162.625;1935;55.849;56;51.563;4300.001;11726;142.3;22.899;79.2;DLSS Balance
 24-02-2023 11:35:14;53;7;1;5706.309;1935;55.867;56;76.823;4300;12149;3.9;1375.481;79.1;DLSS Balance
 24-02-2023 11:35:15;57;35;9;5954.09;1935;96.983;60;63.542;4300;12027;8.3;563.363;79;DLSS Balance
 24-02-2023 11:35:16;60;89;30;6037.215;1920;148.906;58;86.198;4300.001;11859;49.3;31.307;79;DLSS Balance
 24-02-2023 11:35:17;61;95;34;6170.902;1920;160.098;58;82.292;4299.999;11921;51.6;26.246;79;DLSS Balance
 24-02-2023 11:35:18;60;93;34;6278.277;1920;146.323;55;80.469;4299.999;11888;49;29.886;79;DLSS Balance
 24-02-2023 11:35:19;60;89;33;6365.465;1920;151.957;58;79.688;4300.001;11842;50.7;27.884;78.9;DLSS Balance
 24-02-2023 11:35:20;61;98;37;6370.965;1920;161.261;56;66.667;4299.999;11755;50.7;29.769;78.9;DLSS Balance
 24-02-2023 11:35:21;61;93;36;6370.965;1920;154.754;56;60.232;4299.999;11867;50.6;26.885;78.9;DLSS Balance
 24-02-2023 11:35:22;61;96;37;6387.09;1920;163.043;56;69.01;4300.001;11793;50.4;28.562;78.9;DLSS Balance
 24-02-2023 11:35:23;61;93;35;6408.777;1920;155.254;54;60.156;4300.001;11798;50.4;32.165;78.9;DLSS Balance
 24-02-2023 11:35:24;61;91;34;6408.777;1920;153.11;56;64.583;4300.001;11938;51.5;30.001;78.8;DLSS Balance
 24-02-2023 11:35:25;61;94;36;6424.777;1920;152.008;57;67.188;4300.001;11983;51.2;29.962;78.8;DLSS Balance
 24-02-2023 11:35:26;61;93;35;6330.277;1920;153.442;56;68.538;4300;12008;49.9;32.661;78.8;DLSS Balance
 24-02-2023 11:35:27;61;97;38;6330.277;1920;161.75;57;59.115;4300;12051;50.9;29.658;78.8;DLSS Balance
 24-02-2023 11:35:28;61;94;37;6314.277;1920;152.092;61;72.917;4300;12216;49.6;34.004;78.8;DLSS Balance
 24-02-2023 11:35:29;61;93;36;6330.277;1920;151.893;54;73.06;4300;12205;48.3;32.546;78.7;DLSS Balance
 24-02-2023 11:35:30;61;94;38;6330.402;1920;154.283;58;65.63;4300;12214;49.5;30.346;78.7;DLSS Balance
 24-02-2023 11:35:31;61;96;39;6330.402;1920;157.235;60;58.333;4300;12244;51;30.798;78.7;DLSS Balance
 24-02-2023 11:35:32;61;95;38;6351.777;1920;159.461;61;58.594;4300.001;12390;54.1;30.162;78.7;DLSS Balance
 24-02-2023 11:35:33;62;94;37;6355.902;1920;154.17;57;58.594;4300.002;12315;54.5;30.687;78.7;DLSS Balance
 24-02-2023 11:35:34;61;93;37;6355.902;1920;153.88;58;76.563;4300.002;12264;54.9;29.106;78.7;DLSS Balance
 24-02-2023 11:35:35;61;93;40;6366.902;1920;157.26;56;63.542;4300;12375;55.5;31.646;78.6;DLSS Balance
 24-02-2023 11:35:36;62;96;41;6383.027;1920;159.189;57;62.76;4300;12369;56.6;29.088;78.6;DLSS Balance
 24-02-2023 11:35:37;62;97;42;6383.027;1920;162.764;54;56.25;4300;12289;56.9;29.6;78.6;DLSS Balance
 24-02-2023 11:35:38;62;96;42;6383.027;1920;160.035;56;64.323;4299.999;12253;57.3;29.151;78.6;DLSS Balance
 24-02-2023 11:35:39;62;96;43;6407.34;1920;160.554;54;62.5;4300.001;12396;57.5;30.146;78.6;DLSS Balance
 24-02-2023 11:35:40;62;97;43;6407.34;1912;162.913;58;62.24;4300.001;12343;59.4;28.922;78.6;DLSS Balance
 24-02-2023 11:35:41;62;98;44;6407.34;1920;162.107;58;56.771;4300;12288;60;28.752;78.6;DLSS Balance
 24-02-2023 11:35:42;61;96;43;6407.34;1920;160.242;61;60.156;4300;12232;58.9;28.39;78.5;DLSS Balance
 24-02-2023 11:35:43;61;94;42;6407.34;1920;156.526;55;62.24;4300;12380;59.3;28.052;78.5;DLSS Balance
 24-02-2023 11:35:44;62;97;43;6407.34;1920;158.606;60;66.146;4300.002;12331;60.7;27.562;78.5;DLSS Balance
 24-02-2023 11:35:45;62;96;42;6428.965;1920;158.121;56;64.063;4300.002;12281;60;27.305;78.5;DLSS Balance
 24-02-2023 11:35:46;62;96;40;6439.965;1920;157.894;59;71.875;4299.999;12238;59.8;26.514;78.5;DLSS Balance
 24-02-2023 11:35:47;61;97;39;6439.965;1920;160.157;57;59.115;4299.999;12378;57.9;28.387;78.5;DLSS Balance
 24-02-2023 11:35:48;61;95;37;6461.59;1920;158.384;61;68.49;4300.002;12310;53.9;29.086;78.5;DLSS Balance
 24-02-2023 11:35:49;61;92;34;6441.277;1920;153.764;53;65.104;4300.002;12279;49.2;24.17;78.4;DLSS Balance
 24-02-2023 11:35:50;61;88;33;6457.23;1920;149.191;58;64.583;4300;12371;47.9;30.513;78.4;DLSS Balance
 24-02-2023 11:35:51;61;94;36;6433.23;1920;156.721;56;64.583;4300;12383;48.3;31.488;78.4;DLSS Balance
 24-02-2023 11:35:52;61;90;35;6426.918;1920;153.179;57;59.115;4300;12313;46.4;31.284;78.4;DLSS Balance
 24-02-2023 11:35:53;61;90;35;6309.918;1920;150.529;56;64.594;4300;12276;47.9;31.734;78.4;DLSS Balance
 24-02-2023 11:35:54;61;99;39;6310.418;1920;159.079;56;69.067;4300.001;12413;46.8;30.46;78.3;DLSS Balance
 24-02-2023 11:35:55;61;90;34;6309.918;1920;149.459;54;64.323;4299.999;12333;45.1;24.921;78.3;DLSS Balance
 24-02-2023 11:35:56;61;90;35;6309.918;1920;154.754;58;67.448;4299.999;12317;47.3;30.831;78.3;DLSS Balance
 24-02-2023 11:35:57;62;95;37;6310.418;1920;152.269;60;67.708;4300.001;12351;46.7;30.952;78.3;DLSS Balance
 24-02-2023 11:35:58;61;100;38;6315.418;1920;158.854;61;69.792;4300.001;12420;46.9;32.129;78.3;DLSS Balance
 24-02-2023 11:35:59;62;95;37;6315.418;1920;156.973;58;71.615;4300.001;12336;47.3;31.845;78.2;DLSS Balance
 24-02-2023 11:36:00;61;93;35;6315.418;1920;150.686;55;69.531;4300;12277;47.8;29.765;78.2;DLSS Balance
 24-02-2023 11:36:01;61;95;37;6315.418;1920;152.63;54;73.177;4300;12375;49.1;29.689;78.2;DLSS Balance
 24-02-2023 11:36:02;62;95;37;6315.418;1920;159.491;57;64.844;4300;12413;49.2;30.359;78.2;DLSS Balance
 24-02-2023 11:36:03;61;96;37;6315.418;1920;156.507;55;63.021;4300;12339;48.8;27.056;78.2;DLSS Balance
 24-02-2023 11:36:04;61;93;36;6315.418;1920;153.062;57;63.021;4300.001;12327;48.9;29.306;78.1;DLSS Balance
 24-02-2023 11:36:05;62;93;36;6315.418;1920;150.307;62;69.01;4300.001;12415;50.1;30.324;78.1;DLSS Balance
 24-02-2023 11:36:06;61;93;35;6315.418;1920;151.187;60;67.448;4300.001;12343;48.7;31.993;78.1;DLSS Balance
 24-02-2023 11:36:07;62;90;34;6321.746;1920;150.491;56;66.927;4300.001;12320;48.2;31.868;78.1;DLSS Balance
 24-02-2023 11:36:08;62;95;35;6321.137;1920;149.617;58;65.625;4300;12339;49.5;29.964;78.1;DLSS Balance
 24-02-2023 11:36:09;62;93;34;6465.137;1920;154.4;55;62.24;4300;12411;48.6;31.844;78;DLSS Balance
 24-02-2023 11:36:10;61;93;34;6465.199;1920;154.775;58;72.656;4300;12328;48.2;29.264;78;DLSS Balance
 24-02-2023 11:36:11;62;93;34;6465.199;1920;155.451;55;66.927;4300;12295;48.1;33.251;78;DLSS Balance
 24-02-2023 11:36:12;61;90;33;6476.137;1920;151.075;57;65.885;4300.001;12328;46.6;33.076;78;DLSS Balance
 24-02-2023 11:36:13;62;95;35;6476.262;1920;154.313;60;67.416;4300.001;12407;47.6;30.648;78;DLSS Balance
 24-02-2023 11:36:14;61;92;33;6476.137;1920;153.545;57;69.01;4300;12142;46;31.267;77.9;DLSS Balance
 24-02-2023 11:36:15;61;91;33;6476.137;1920;150.882;56;71.447;4300;12171;47.2;29.838;77.9;DLSS Balance
 24-02-2023 11:36:16;62;91;32;6511.074;1920;151.348;61;70.052;4300;12256;47;28.716;77.9;DLSS Balance
 24-02-2023 11:36:17;61;91;33;6511.074;1920;151.785;59;71.094;4300;12357;47.3;29.931;77.9;DLSS Balance
 24-02-2023 11:36:18;61;94;35;6511.074;1920;152.644;57;73.958;4300;12235;47.4;30.47;77.9;DLSS Balance
 24-02-2023 11:36:19;61;95;36;6511.074;1920;153.136;61;62.24;4300.001;12219;47.8;29.65;77.8;DLSS Balance
 24-02-2023 11:36:20;61;93;36;6511.012;1920;152.247;57;71.354;4300.001;12337;47.2;30.975;77.8;DLSS Balance
 24-02-2023 11:36:21;61;93;35;6516.637;1920;154.346;58;67.969;4300.001;12281;46.6;31.968;77.8;DLSS Balance
 24-02-2023 11:36:22;61;96;37;6517.012;1920;159.688;59;81.784;4300;11992;47.4;29.799;77.8;DLSS Balance
 24-02-2023 11:36:23;61;94;36;6516.512;1920;153.98;62;84.666;4299.969;11801;47.8;30.686;77.8;DLSS Balance
 24-02-2023 11:36:24;61;93;35;6517.074;1920;155.781;59;88.281;4299.969;11741;48.5;28.479;77.7;DLSS Balance
 24-02-2023 11:36:25;61;89;34;6532.637;1920;147.521;57;78.646;4300.017;11539;46.9;29.19;77.7;DLSS Balance
 24-02-2023 11:36:26;61;86;33;6532.699;1920;151.217;56;84.896;4300.017;11331;46.8;33.996;77.7;DLSS Balance
 24-02-2023 11:36:27;61;93;36;6532.699;1920;152.395;59;86.658;4300.001;11219;45.9;30.824;77.7;DLSS Balance
 24-02-2023 11:36:28;61;93;37;6562.574;1920;154.097;60;84.896;4300;11262;45.3;29.54;77.7;DLSS Balance
 24-02-2023 11:36:29;62;96;37;6562.574;1920;154.701;58;65.885;4300;11140;47.3;30.352;77.6;DLSS Balance
 24-02-2023 11:36:30;61;90;34;6696.762;1920;146.107;60;85.677;4300;11025;45.1;31.769;77.6;DLSS Balance
 24-02-2023 11:36:31;61;96;36;6717.262;1920;149.551;61;77.308;4300;10991;45.8;31.439;77.6;DLSS Balance
 24-02-2023 11:36:32;61;89;33;6748.637;1920;150.504;61;95.513;4300;11053;44.2;27.523;77.6;DLSS Balance
 24-02-2023 11:36:33;61;89;33;6748.199;1920;150.213;60;85.677;4300;10946;45.5;36.507;77.6;DLSS Balance
 24-02-2023 11:36:34;61;90;33;6748.137;1920;155.29;59;75.626;4300;10854;46.4;31.999;77.5;DLSS Balance
 24-02-2023 11:36:35;61;93;35;6780.699;1920;146.902;60;80.7;4300;10846;45.9;31.002;77.5;DLSS Balance
 24-02-2023 11:36:36;61;93;35;6784.324;1920;149.434;57;74.479;4300.001;10714;46.9;30.024;77.5;DLSS Balance
 24-02-2023 11:36:37;61;96;36;6784.324;1920;158.358;57;73.317;4300.001;10712;47.3;30.383;77.5;DLSS Balance
 24-02-2023 11:36:38;61;92;34;6784.887;1920;153.081;59;71.447;4300;10725;46;30.038;77.5;DLSS Balance
 24-02-2023 11:36:39;61;89;33;6785.262;1920;147.695;59;60.677;4300;10801;47.5;30.309;77.4;DLSS Balance
 24-02-2023 11:36:40;61;93;34;6790.762;1920;147.414;57;70.751;4300.001;10628;49.1;28.006;77.4;DLSS Balance
 24-02-2023 11:36:41;61;92;33;6762.762;1920;154.237;62;70.918;4300.001;10655;50.8;28.069;77.4;DLSS Balance
 24-02-2023 11:36:42;61;94;33;6775.762;1920;156.653;57;74.087;4299.999;10694;51.8;28.579;77.4;DLSS Balance
 24-02-2023 11:36:43;61;94;34;6768.949;1920;151.77;56;70.052;4299.999;10809;51.5;27.104;77.4;DLSS Balance
 24-02-2023 11:36:44;61;94;36;6640.949;1920;154.552;57;76.302;4300;10696;49.5;25.827;77.4;DLSS Balance
 24-02-2023 11:36:45;61;90;34;6640.949;1920;151.117;56;71.615;4300.003;10684;49.8;27.006;77.3;DLSS Balance
 24-02-2023 11:36:46;61;89;34;6645.074;1920;146.385;61;72.24;4300.003;10751;48.1;28.01;77.3;DLSS Balance
 24-02-2023 11:36:47;61;86;34;6780.012;1920;148.43;60;72.135;4300;10844;46;30.68;77.3;DLSS Balance
 24-02-2023 11:36:48;61;93;36;6783.949;1920;145.571;61;68.229;4300;10677;46.1;29.662;77.3;DLSS Balance
 24-02-2023 11:36:49;60;87;34;6805.449;1920;150.039;61;65.625;4300;10663;44.1;30.962;77.3;DLSS Balance
 24-02-2023 11:36:50;60;84;32;6805.449;1920;136.551;60;65.885;4300;10719;43;31.923;77.2;DLSS Balance
 24-02-2023 11:36:51;61;88;34;6805.449;1920;142.809;57;69.792;4300.001;10775;43.7;31.561;77.2;DLSS Balance
 24-02-2023 11:36:52;61;85;32;6821.699;1920;141.025;57;70.573;4300.001;10737;43.5;32.072;77.2;DLSS Balance
 24-02-2023 11:36:53;60;94;35;6840.512;1920;146.46;60;70.833;4300;10733;45.5;29.938;77.2;DLSS Balance
 24-02-2023 11:36:54;60;86;33;6842.012;1920;140.866;61;68.75;4300.001;10802;45.7;30.233;77.2;DLSS Balance
 24-02-2023 11:36:55;61;90;35;6842.012;1920;140.834;60;70.052;4300;10695;45.9;29.972;77.1;DLSS Balance
 24-02-2023 11:36:56;61;88;34;6858.699;1920;147.792;57;70.238;4300;10709;44.6;27.606;77.1;DLSS Balance
 24-02-2023 11:36:57;60;90;33;6863.387;1920;140.361;56;72.135;4300.001;10729;46.5;28.058;77.1;DLSS Balance
 24-02-2023 11:36:58;60;91;34;6865.387;1920;144.595;58;74.355;4300.001;10839;47.5;30.286;77.1;DLSS Balance
 24-02-2023 11:36:59;61;93;34;6867.512;1920;144.401;61;76.563;4300.001;10837;49.5;27.677;77.1;DLSS Balance
 24-02-2023 11:37:00;60;90;33;6867.512;1920;141.685;56;73.06;4300;10759;48.8;31.804;77;DLSS Balance
 24-02-2023 11:37:01;61;84;31;6871.574;1920;138.272;54;71.875;4300;10741;49.1;27.556;77;DLSS Balance
 24-02-2023 11:37:02;61;90;33;6871.574;1920;150.955;59;75.941;4300;10746;50.1;27.161;77;DLSS Balance
 24-02-2023 11:37:03;61;85;32;6898.199;1920;145.366;58;71.778;4300.001;10775;47.9;29.781;77;DLSS Balance
 24-02-2023 11:37:04;61;95;36;6897.574;1920;152.019;59;75.677;4299.999;10750;52.5;25.531;77;DLSS Balance
 24-02-2023 11:37:05;60;87;32;6897.574;1920;141.956;60;75;4299.999;10857;52.2;27.307;77;DLSS Balance
 24-02-2023 11:37:06;60;74;28;6889.75;1920;136.533;56;73.958;4300.001;10700;46.6;52.167;76.9;DLSS Balance
 24-02-2023 11:37:07;60;87;33;6908.563;1920;140.232;57;72.396;4300.001;10723;49.3;24.876;76.9;DLSS Balance
 24-02-2023 11:37:08;60;80;29;6932.938;1920;133.859;56;76.302;4299.999;10733;50.8;27.879;76.9;DLSS Balance
 24-02-2023 11:37:09;60;95;34;6932.938;1920;148.921;61;75.26;4299.999;10882;56.4;27.072;76.9;DLSS Balance
 24-02-2023 11:37:10;60;80;28;6937.063;1920;135.586;60;76.302;4300.001;10766;53.7;23.752;76.9;DLSS Balance
 24-02-2023 11:37:11;60;93;33;6937.063;1920;149.657;61;77.083;4300.001;10787;53.8;22.639;76.9;DLSS Balance
 24-02-2023 11:37:12;60;84;30;6945.313;1920;140.521;59;73.438;4300;10835;54.7;22.897;76.8;DLSS Balance
 24-02-2023 11:37:13;60;80;29;6965.938;1920;135.13;55;69.792;4300;10825;51.8;22.512;76.8;DLSS Balance
 24-02-2023 11:37:14;60;89;31;6970.063;1920;144.664;57;81.771;4300;10701;53.6;24.238;76.8;DLSS Balance
 24-02-2023 11:37:15;60;84;29;7008.188;1920;139.953;62;70.313;4300.001;10719;52.9;27.144;76.8;DLSS Balance
 24-02-2023 11:37:16;59;83;28;7034.313;1920;133.039;59;77.083;4300;10803;51.9;27.413;76.8;DLSS Balance
 24-02-2023 11:37:17;60;84;27;7086.25;1920;138.825;61;78.646;4300.001;10854;55.7;23.949;76.8;DLSS Balance
 24-02-2023 11:37:18;59;79;25;7135.375;1920;134.746;58;77.865;4300.001;10756;53.9;25.385;76.8;DLSS Balance
 24-02-2023 11:37:19;60;78;25;7222;1920;138.71;57;81.527;4300;10745;52.4;27.866;76.7;DLSS Balance
 24-02-2023 11:37:20;59;80;27;7325.688;1920;130.567;61;81.758;4300;10795;52.4;24.161;76.7;DLSS Balance
 24-02-2023 11:37:21;60;84;29;7375.563;1920;138.038;58;75.781;4300;10802;54.2;24.923;76.7;DLSS Balance
 24-02-2023 11:37:22;59;88;31;7375.563;1920;141.109;63;70.052;4299.999;10759;53;24.71;76.7;DLSS Balance
 24-02-2023 11:37:23;59;81;28;7410.875;1920;135.409;58;71.778;4299.999;10722;54.8;24.842;76.7;DLSS Balance
 24-02-2023 11:37:24;60;86;30;7410.875;1920;139.046;57;73.177;4300.002;10797;57.6;22.862;76.7;DLSS Balance
 24-02-2023 11:37:25;59;84;28;7449.375;1920;134.177;59;73.438;4300;10736;57.1;25.73;76.7;DLSS Balance
 24-02-2023 11:37:26;59;82;27;7480.625;1920;136.832;56;75.781;4300;10684;55.8;25.494;76.6;DLSS Balance
 24-02-2023 11:37:27;59;82;27;7534.625;1920;139.246;60;74.355;4300.001;10680;55.6;25.093;76.6;DLSS Balance
 24-02-2023 11:37:28;59;84;27;7589.938;1920;144.446;60;74.74;4300.001;10763;54.7;22.39;76.6;DLSS Balance
 24-02-2023 11:37:29;60;83;27;7600.938;1920;133.427;58;68.49;4300;10717;56.1;24.809;76.6;DLSS Balance
 24-02-2023 11:37:30;59;82;27;7623.938;1920;137.075;60;83.854;4300;10672;56.6;22.823;76.6;DLSS Balance
 24-02-2023 11:37:31;59;78;25;7640.938;1920;135.184;59;72.917;4300;10697;56.6;23.738;76.6;DLSS Balance
 24-02-2023 11:37:32;60;79;24;7629.75;1920;148.039;58;72.135;4300;10719;59.9;23.617;76.6;DLSS Balance
 24-02-2023 11:37:33;60;91;35;7634.313;1920;145.967;55;65.365;4299.999;10690;54.4;27.134;76.6;DLSS Balance
 24-02-2023 11:37:34;60;92;36;7634.188;1920;136.378;58;74.74;4300.002;10703;53.7;25.832;76.5;DLSS Balance
 24-02-2023 11:37:35;59;82;32;7633.688;1920;135.285;58;78.961;4300;10809;52.2;25.134;76.5;DLSS Balance
 24-02-2023 11:37:36;60;85;34;7633.688;1920;137.309;59;87.045;4300;10850;53.4;25.774;76.5;DLSS Balance
 24-02-2023 11:37:37;61;95;39;7641.688;1920;153.842;61;73.438;4300;10852;52.5;28.459;76.5;DLSS Balance
 24-02-2023 11:37:38;60;84;33;7649.688;1920;146.49;62;70.833;4300;10841;47.4;27.548;76.5;DLSS Balance
 24-02-2023 11:37:39;60;91;36;7648.188;1920;152.609;60;69.792;4300.002;10953;47.5;27.692;76.5;DLSS Balance
